announcement_id,sec_code,symbol,sec_name,report_kind,report_period,publication_date,first_publication_date,title,manager,product_names,source_url,search_terms,source_snippet,evidence_status,evidence_pages,evidence_context,verified_manager,verified_product_names,price_source,price_error,benchmark_symbol,benchmark_name,benchmark_rule,feature_as_of,price_at_report,ret_20d,ret_60d,ret_120d,ret_252d,volatility_60d,drawdown_252d,ma_50_gap,ma_200_gap,rsi_14,volume_ratio_20_120,atr_20_pct,disclosure_lag_days,report_to_publication_return,snapshot_return_21d,entry_date_21d,entry_price_21d,exit_date_21d,exit_price_21d,return_21d,mfe_21d,mae_21d,benchmark_return_21d,excess_21d,snapshot_return_63d,entry_date_63d,entry_price_63d,exit_date_63d,exit_price_63d,return_63d,mfe_63d,mae_63d,benchmark_return_63d,excess_63d
1207665052,002668,002668.SZ,ST奥马,FY,2019-12-31,2020-04-28,2020-04-28,奥马电器：2019年年度报告,浙江九章资产,[],https://static.cninfo.com.cn/finalpage/2020-04-29/1207665052.PDF,宁波幻方,"2,466,700 刘诗彬 1,875,900 人民币普通股 1,875,900 浙江九章资产管理有限公司－九章幻方青溪",verified_shareholder,41,"股股东，赵国栋与西藏融通众金投资有限公司为一致行动人关系；公司未知其余8名股东是否存在关联关系，也未知是否属于《上市公司持股变动信息披露管理办法》中规定的一致行动人。前10名无限售条件股东持股情况股东名称报告期末持有无限售条件股份数量股份种类股份种类数量天安人寿保险股份有限公司－万能产品43,202,375人民币普通股43,202,375赵国栋32,344,078人民币普通股32,344,078谭式桂3,841,161人民币普通股3,841,161蔡拾贰2,466,700人民币普通股2,466,700刘诗彬1,875,900人民币普通股1,875,900浙江九章资产管理有限公司－九章幻方青溪1号私募基金1,852,000人民币普通股1,852,000黄伟1,811,579人民币普通股1,811,579王博仟1,800,000人民币普通股1,800,000朱世宏1,798,000人民币普通股1,798,000梁剑1,646,800人民币普通股1,646,800前10名无限售流通股股东之间，以及前10名无限售流通股股东和前10名股东之间关联关系或一致行动的说明公司未知前10名无限售条件流通股股东是否存在关联关系，也未知是否属于《上市公司持股变动信息披露管理办法》中规定的一致行动人。前10名普通股股东参与融资融券业务情况说明（如有）（参见注4）1、公司股东刘诗彬通过普通账户持有公司股票1,153,600股，通过中国银河证券股份有限公司客户信用交易担保证券账户持有公司股票722,300股，合计持有公司股票1,875,900股；2、公司股东王博仟通过普通账户持有公司股票0股，通过华泰证券股份有限公司客户信用交易",浙江九章资产,九章幻方青溪1号私募基金,yahoo,,510300.SS,沪深300ETF,default,2019-12-31,5.531175136566162,0.04243544425106993,-0.23337852766067968,0.06805294137037143,0.1078431587905837,0.5788513306212415,-0.3016069455691591,-0.05404498703321514,-0.057940794235244675,46.11651300375313,1.046953000631849,0.052123897315061396,119,-0.15575225716849805,-0.10820238180106423,2020-04-29,4.669682124251707,2020-06-01,4.591364860534668,-0.016771433607932873,0.08176102038685462,-0.06918234099201737,0.037114513176943476,-0.05388594678487635,-0.12041884808160974,2020-04-29,4.669682124251707,2020-07-31,5.110218048095703,0.09433959574166728,0.2704402648289843,-0.07547166113887327,0.24150561832755146,-0.14716602258588418
1207873293,300089,300089.SZ,文化长城,FY,2019-12-31,2020-05-28,2020-05-28,文化长城：2019年年度报告,浙江九章资产,[],https://static.cninfo.com.cn/finalpage/2020-05-29/1207873293.PDF,宁波幻方,"3,712,500 吴网腰 3,000,000 人民币普通股 3,000,000 浙江九章资产管理有限公司－九章幻方皓月",verified_shareholder,58,"0名股东的情况（如有）（参见注4）无上述股东关联关系或一致行动的说明公司股东蔡廷祥和股东吴淡珠为夫妻关系；蔡廷祥与陈素芳是舅甥亲属关系。除此之外，公司未知其他股东是否存在关联关系或一致行动关系。前10名无限售条件股东持股情况股东名称报告期末持有无限售条件股份数量股份种类股份种类数量广东文化长城集团股份有限公司2019年年度报告全文58蔡廷祥35,859,375人民币普通股35,859,375陈素芳10,179,000人民币普通股10,179,000吴淡珠3,712,500人民币普通股3,712,500吴网腰3,000,000人民币普通股3,000,000浙江九章资产管理有限公司－九章幻方皓月18号私募基金2,814,000人民币普通股2,814,000何天明2,242,500人民币普通股2,242,500#奚文亮2,152,000人民币普通股2,152,000#鲍劲柏1,463,849人民币普通股1,463,849吴淑青1,325,100人民币普通股1,325,100#赵疆1,305,000人民币普通股1,305,000前10名无限售流通股股东之间，以及前10名无限售流通股股东和前10名股东之间关联关系或一致行动的说明公司股东蔡廷祥和股东吴淡珠为夫妻关系；蔡廷祥与陈素芳是舅甥亲属关系。除此之外，公司未知其他股东是否存在关联关系或一致行动关系。参与融资融券业务股东情况说明（如有）（参见注5）1、公司股东奚文亮通过国泰君安证券股份有限公司客户信用交易担保证券账户持有2,152,000股。2、公司股东鲍劲柏通过国元证券股份有限公司客户信用交易担保证券账户持有1,463,849股。3、公司股东赵疆普通证券账户",浙江九章资产,九章幻方皓月18号私募基金,sina_unadjusted,,510300.SS,沪深300ETF,default,2019-12-31,3.52,-0.12,0.14657980456026065,-0.13936430317848403,,0.8295231255565122,-0.5325365205843293,-0.15869980879541112,-0.2199618845011746,22.22222222222223,1.397808636267225,0.06903409090909092,149,-0.1477272727272727,-0.01671309192200554,2020-05-29,3.0,2020-06-30,3.39,0.13000000000000012,0.2766666666666666,-0.00666666666666671,0.09086162323752855,0.03913837676247156,-0.1504178272980502,2020-05-29,3.0,2020-08-27,5.4,0.8,1.106666666666667,-0.00666666666666671,0.2530026953605966,0.5469973046394034
1207416549,600768,600768.SS,宁波富邦,FY,2019-12-31,2020-03-27,2020-03-27,宁波富邦：2019年年度报告,浙江九章资产,[],https://static.cninfo.com.cn/finalpage/2020-03-28/1207416549.PDF,宁波幻方,"王坚宏 1,100 1,059,118 0.79 0 未知 境内自然人 浙江九章资产管理有限公司－九章幻方青溪",verified_shareholder,35|36,"决权恢复的优先股股东总数（户）(二)截止报告期末前十名股东、前十名流通股东（或无限售条件股东）持股情况表单位:股前十名股东持股情况股东名称（全称）报告期内增减期末持股数量比例(%)持有有限售条件股份数量质押或冻结情况股东性质股份状态数量宁波富邦控股集团有限公司049,820,08237.250无境内非国有法人王文霞-3,625,7801,384,8491.040未知境内自然人梁旋-100,0001,088,2000.830未知境内自然人宁波三星通讯设备有限公司01,102,8570.820未知未知王坚宏1,1001,059,1180.790未知境内自然人浙江九章资产管理有限公司－九章幻方青溪2号私募基金1,058,3001,058,3000.790未知其他王秀荣44,3331,054,7000.790未知境内自然人陈荣175,2791,008,4790.750未知境内自然人罗树勤-189,700815,1120.610未知境内自然人上银瑞金资产－上海银行－慧富9号资产管理计划0750,0000.560未知其他前十名无限售条件股东持股情况股东名称持有无限售条件流通股的数量股份种类及数量种类数量2019年年度报告36/151宁波富邦控股集团有限公司49,820,082人民币普通股49,820,082王文霞1,384,849人民币普通股1,384,849梁旋1,088,200人民币普通股1,088,200宁波三星通讯设备有限公司1,102,857人民币普通股1,102,857王坚宏1,059,118人民币普通股1,059,118浙江九章资产管理有限公司－九章幻方青溪2号私募基金1,058,300人民币普通股 || 罗树勤-189,700815,1120.610未知境内自然人上银瑞金资产－上海银行－慧富9号资产管理计划0750,0000.560未知其他前十名无限售条件股东持股情况股东名称持有无限售条件流通股的数量股份种类及数量种类数量2019年年度报告36/151宁波富邦控股集团有限公司49,820,082人民币普通股49,820,082王文霞1,384,849人民币普通股1,384,849梁旋1,088,200人民币普通股1,088,200宁波三星通讯设备有限公司1,102,857人民币普通股1,102,857王坚宏1,059,118人民币普通股1,059,118浙江九章资产管理有限公司－九章幻方青溪2号私募基金1,058,300人民币普通股1,058,300王秀荣1,054,700人民币普通股1,054,700陈荣1,008,479人民币普通股1,008,479罗树勤815,112人民币普通股815,112上银瑞金资产－上海银行－慧富9号资产管理计划750,000人民币普通股750,000上述股东关联关系或一致行动的说明前十名股东中，公司控股股东宁波富邦控股集团有限公司与其他股东之间不存在关联关系或一致行动人关系，公司未知其他股东之间是否存在关联关系或一致行动人关系。表决权恢复的优先股股东及持股数量的说明前十名有限售条件股东持股数量及限售条件□适用√不适用(三)战略投资者或一般法人因配售新股成为前10名股东□适用√不适用四、控股股东及实际控制人情况(一)控股股东情况1法人√适用□不适用名称宁波富邦控股集团有限公司单位负责人或法定代表人宋汉平2019年年度报告37/151成立日期2002年4月26日主要经营业务",浙江九章资产,九章幻方青溪2号私募基金,yahoo,,510300.SS,沪深300ETF,default,2019-12-31,12.015629768371582,0.19395704813941794,0.10559568632299632,0.10659440379972906,0.25899277987538283,0.44873945372004204,-0.15807554258860557,0.12284369832660658,0.10901883882413954,64.57055573806451,3.3445386263090167,0.05857141954145718,87,-0.14693885763786607,-0.15571775894849493,2020-03-30,10.250066856407525,2020-04-28,9.033791542053224,-0.11866023230804412,2.964384693271427e-08,-0.15023917420737276,0.047007527931000936,-0.16566776023904506,-0.1703163325448157,2020-03-30,10.250066856407525,2020-07-02,9.396713256835938,-0.08325346668720879,0.2583732727607906,-0.15023917420737276,0.1943154359867887,-0.2775689026739975
1207448598,603013,603013.SS,亚普股份,FY,2019-12-31,2020-04-01,2020-04-01,亚普股份：2019年年度报告,浙江九章资产,[],https://static.cninfo.com.cn/finalpage/2020-04-02/1207448598.PDF,宁波幻方,"317,900 高维庆 234,473 人民币普通股 234,473 浙江九章资产管理有限公司－九章幻方紫云",verified_shareholder,39,"他高维庆234,473234,4730.050无0境内自然人前十名无限售条件股东持股情况股东名称持有无限售条件流通股的数量股份种类及数量种类数量创金合信基金－工商银行－外贸信托－外贸信托·稳富FOF单一资金信托780,200人民币普通股780,200石新华364,400人民币普通股364,400浙江广孚联合控股有限公司356,000人民币普通股356,000华泰证券股份有限公司340,829人民币普通股340,829创金合信基金－工商银行－创金合信泰利15号资产管理计划317,900人民币普通股317,900高维庆234,473人民币普通股234,473浙江九章资产管理有限公司－九章幻方紫云3号私募基金221,600人民币普通股221,600蔡明亮208,500人民币普通股208,500马志文207,000人民币普通股207,000香港中央结算有限公司200,823人民币普通股200,823上述股东关联关系或一致行动的说明1、国投创新（北京）投资基金有限公司和北京国投协力股权投资基金（有限合伙）为一致行动人；2、公司未知前十名无限售条件股东之间是否存在其他关联关系或一致行动人情况。表决权恢复的优先股股东及持股数量的说明不适用前十名有限售条件股东持股数量及限售条件√适用□不适用单位：股序号有限售条件股东名称持有的有限售条件股份数量有限售条件股份可上市交易情况限售条件可上市交易时间新增可上市交易股份数量1国投高科技投资有限公司252,450,0002021年5月9日0限售36个月2华域汽车系统股份有限公司152,550,0002021年5月9日0限售36个月3国投创新（北京）投资基金有限公司22,500,",浙江九章资产,九章幻方紫云3号私募基金,yahoo,,510300.SS,沪深300ETF,default,2019-12-31,12.228710174560549,0.06815020723280174,0.11465892749367268,0.0019568376759275807,-0.12714834363696004,0.37736378403182264,-0.2863526151830248,0.0035017755332775735,-0.0199684770777786,57.08654788903969,1.3524580019803691,0.029134132565798217,92,-0.08007799761846812,-0.1792879786426136,2020-04-02,11.249459550325152,2020-05-06,11.416648864746094,0.014861986362367796,0.17338991492411138,-0.0474169971575521,0.07107709533767093,-0.05621510897530313,-0.06472491104905542,2020-04-02,11.249459550325152,2020-07-07,13.321525573730469,0.18419249512705926,0.21193567836084837,-0.0474169971575521,0.2946965428542321,-0.11050404772717282
1208637880,300293,300293.SZ,蓝英装备,Q3,2020-09-30,2020-10-28,2020-10-28,蓝英装备：2020年第三季度报告全文,浙江九章资产,[],https://static.cninfo.com.cn/finalpage/2020-10-29/1208637880.PDF,宁波幻方,"沈阳黑石投资有限公司 境内非国有法人 1.28% 3,442,500 浙江九章资产管理有限公司－九章幻方中证",verified_shareholder,4,"名股东持股情况表1、普通股股东总数和表决权恢复的优先股股东数量及前10名股东持股情况表单位：股报告期末普通股股东总数58,320报告期末表决权恢复的优先股股东总数（如有）0前10名股东持股情况股东名称股东性质持股比例持股数量持有有限售条件的股份数量质押或冻结情况股份状态数量沈阳蓝英自动控制有限公司境内非国有法人31.21%84,277,500质押12,000,000中巨国际有限公司境外法人15.02%40,551,300沈阳睿云智能机械设备有限责任公司境内非国有法人1.85%5,003,600沈阳黑石投资有限公司境内非国有法人1.28%3,442,500浙江九章资产管理有限公司－九章幻方中证500量化进取5号私募基金其他0.35%946,553瑞士信贷（香港）有限公司境外法人0.34%922,169邓艾境内自然人0.34%920,000张邦森境内自然人0.30%803,500刘乐飞境内自然人0.27%733,000JPMORGANCHASEBANK,NATIONALASSOCIATION境外法人0.19%513,549前10名无限售条件股东持股情况股东名称持有无限售条件股份数量股份种类股份种类数量沈阳蓝英自动控制有限公司84,277,500人民币普通股84,277,500中巨国际有限公司40,551,300人民币普通股40,551,300沈阳睿云智能机械设备有限责任公司5,003,600人民币普通股5,003,600沈阳黑石投资有限公司3,442,500人民币普通股3,442,500浙江九章资产管理有限公司－九章幻方中证500量化进取5号私募基金946,553人民币普通股946,553瑞士信贷（香港）",浙江九章资产,九章幻方中证500量化进取5号私募基金,yahoo,,510500.SS,中证500ETF,product_name,2020-09-30,22.350000381469727,-0.21661409591442993,-0.18673504627998638,1.0331624548548546,1.7508961724144285,1.0511010122718565,-0.3332338879400829,-0.07415844351275014,0.5243883519271249,57.11449126501375,1.1048012418891362,0.12257271542521031,28,-0.04071587614676664,0.031877709798982856,2020-10-29,21.440000534057617,2020-11-26,20.829999923706055,-0.028451520296493116,0.21268653695688045,-0.04524259312224688,0.02774941986503343,-0.05620094016152655,-0.28384279948809765,2020-10-29,21.440000534057617,2021-01-26,12.399999618530272,-0.42164182324376487,0.21268653695688045,-0.42257463591126376,0.06342608244064696,-0.4850679056844118
1209492736,000521,000521.SZ,长虹美菱,FY,2020-12-31,2021-03-30,2021-03-30,长虹美菱：2020年年度报告,宁波幻方量化,[],https://static.cninfo.com.cn/finalpage/2021-03-31/1209492736.PDF,宁波幻方,"境内一般法人 0.53% 5,552,151 +5,552,151 0 5,552,151 - - 宁波幻方量化投资管理合伙企业",verified_shareholder,110|111,"7970027,077,797--CAOSHENGCHUN境外自然人1.41%14,766,0860014,766,086--马国斌境内自然人1.27%13,231,054+3,358,120013,231,054--财通基金－宁波银行－海通兴泰（安徽）新兴产业投资基金（有限合伙）境内非国有法人1.03%10,733,4520010,733,452--辉立证券（香港）有限公司境外法人0.60%6,296,913006,296,913--长虹美菱股份有限公司回购专用证券账户境内一般法人0.53%5,552,151+5,552,15105,552,151--宁波幻方量化投资管理合伙企业（有限合伙）－幻方量化青溪5号私募证券投资基金境内非国有法人0.45%4,678,131+4,678,13104,678,131--顾杰境内自然人0.41%4,285,700+4,285,70004,285,700--战略投资者或一般法人因配售新股成为前10名股东的情况（如有）不适用上述股东关联关系或一致行动的说明上述股东中，长虹（香港）贸易有限公司（以下简称“香港长虹”）为四川长虹电器股份有限公司的全资子公司，香港长虹除直接持有本公司股票外，还通过辉立证券（香港）有限公司持有本公司B股股票6,296,913股，前述股东构成一致行动人。四川长虹、香港长虹与其他前6名股东（不包括辉立证券（香港）有限公司）之间不存在关联关系，也不属于《上市公司股东持股变动信息披露管理办法》中规定的一致行动人；“财通基金－宁波银行－海通兴泰（安徽）新兴产业投资基金（有限合伙）”系认购本公司2016年非公开发行股票的财通基金管理有限公司的产品。公司未知 || 普通股47,823,401长虹(香港)贸易有限公司27,077,797境内上市外资股27,077,797CAOSHENGCHUN14,766,086境内上市外资股14,766,086马国斌13,231,054人民币普通股13,231,054财通基金－宁波银行－海通兴泰（安徽）新兴产业投资基金（有限合伙）10,733,452人民币普通股10,733,452辉立证券（香港）有限公司6,296,913境内上市外资股6,296,913长虹美菱股份有限公司2020年年度报告110长虹美菱股份有限公司回购专用证券账户5,552,151境内上市外资股5,552,151宁波幻方量化投资管理合伙企业（有限合伙）－幻方量化青溪5号私募证券投资基金4,678,131人民币普通股4,678,131顾杰4,285,700人民币普通股4,285,700前10名无限售流通股股东之间，以及前10名无限售流通股股东和前10名股东之间关联关系或一致行动的说明详见“持股5%以上的股东或前10名股东持股情况”相关说明。前10名普通股股东参与融资融券业务情况说明（如有）截至2020年12月31日，公司前10名股东中，股东马国斌通过方正证券股份有限公司客户信用交易担保证券账户持有公司股份13,000,000股，通过其普通证券账户持有公司股份231,054股，合计持有公司股份数量为13,231,054股。股东顾杰通过招商证券股份有限公司客户信用交易担保证券账户持有公司股份4,285,700股。注1：本报告期末，公司控股股东四川长虹的一致行动人长虹(香港)贸易有限公司合计持有公司B股股票33,374,710股，其中，长虹(香港)贸易有限公司通过辉立证券",宁波幻方量化,幻方量化青溪5号私募证券投资基金,yahoo,,510300.SS,沪深300ETF,default,2020-12-31,5.187193393707275,0.7667636424230524,0.9934208862626757,0.8996865909946994,0.8121581796746977,0.7124494373507643,0.0,0.5916372478470682,0.8225002391926928,66.88595209303665,3.4587855798913356,0.08118813289611543,89,-0.39273922627246527,-0.4071082664312079,2021-03-31,3.149979073737037,2021-04-29,3.218456745147705,0.02173908772334432,0.12228263113356874,-0.04076091639199031,0.017706120535243786,0.0040329671881005336,-0.4168012950194445,2021-03-31,3.149979073737037,2021-07-02,2.879922866821289,-0.08573269872404632,0.1385869379093876,-0.08848651332569224,0.00590201050099215,-0.09163470922503847
1209853557,002647,002647.SZ,仁东控股,FY,2020-12-31,2021-04-28,2021-04-28,仁东控股：2020年年度报告,宁波幻方量化,[],https://static.cninfo.com.cn/finalpage/2021-04-29/1209853557.PDF,宁波幻方,"3,378,424 人民币普通股 3,378,424 仁东控股股份有限公司 2020 年年度报告全文 36 宁波幻方量化投资管理合伙企业",verified_shareholder,35|36,"8.63%48,312,11-20,979,9048,312,11质押48,312,117仁东控股股份有限公司2020年年度报告全文35限公司7537冻结48,312,117阿拉山口市民众创新股权投资有限合伙企业境内非国有法人5.04%28,197,7500028,197,750质押28,197,750冻结28,197,750仁东（天津）科技有限公司境内非国有法人2.54%14,219,358-15,261,600014,219,358质押10,880,958华泰证券股份有限公司国有法人0.60%3,378,424+3,378,42403,378,424宁波幻方量化投资管理合伙企业（有限合伙）－幻方量化青溪8号私募证券投资基金其他0.35%1,987,000+1,987,00001,987,000蒲通林境内自然人0.34%1,884,000+1,884,00001,884,000张青花境内自然人0.26%1,443,600+1,443,60001,443,600张坤境内自然人0.22%1,247,600+1,247,60001,247,600中国国际金融香港资产管理有限公司－客户资金2境外法人0.22%1,245,706+1,245,70601,245,706战略投资者或一般法人因配售新股成为前10名股东的情况（如有）（参见注3）不适用上述股东关联关系或一致行动的说明北京仁东信息技术有限公司与仁东（天津）科技有限公司系一致行动人。除此之外，公司未知其他股东是否存在关联关系或一致行动关系。上述股东涉及委托/受托表决权、放弃表决权情况的说明不适用前10名无限售条件股东持股情况股东名称报告期末持有无限售条件股份 || /受托表决权、放弃表决权情况的说明不适用前10名无限售条件股东持股情况股东名称报告期末持有无限售条件股份数量股份种类股份种类数量北京仁东信息技术有限公司125,923,847人民币普通股125,923,847天津和柚技术有限公司48,312,117人民币普通股48,312,117阿拉山口市民众创新股权投资有限合伙企业28,197,750人民币普通股28,197,750仁东（天津）科技有限公司14,219,358人民币普通股14,219,358华泰证券股份有限公司3,378,424人民币普通股3,378,424仁东控股股份有限公司2020年年度报告全文36宁波幻方量化投资管理合伙企业（有限合伙）－幻方量化青溪8号私募证券投资基金1,987,000人民币普通股1,987,000蒲通林1,884,000人民币普通股1,884,000张青花1,443,600人民币普通股1,443,600张坤1,247,600人民币普通股1,247,600中国国际金融香港资产管理有限公司－客户资金21,245,706人民币普通股1,245,706前10名无限售流通股股东之间，以及前10名无限售流通股股东和前10名股东之间关联关系或一致行动的说明北京仁东信息技术有限公司与仁东（天津）科技有限公司系一致行动人。除此之外，公司未知其他股东是否存在关联关系或一致行动关系。前10名普通股股东参与融资融券业务情况说明（如有）（参见注4）北京仁东信息技术有限公司通过普通证券账户持有91,178,330股，通过五矿证券有限公司客户信用交易担保证券账户持有34,745,517股，合计持股数量125,923,847股，占公司总股本的22.49%；张坤",宁波幻方量化,幻方量化青溪8号私募证券投资基金,yahoo,,510300.SS,沪深300ETF,default,2020-12-31,11.25,-0.6091035534540405,-0.8002485784630806,-0.6955345123758792,-0.5041868781310169,0.8748667756769649,-0.8249027237354085,-0.7127009180151214,-0.7093815509755181,34.413580439963226,4.55099575742836,0.15119999355740016,118,0.11911112467447915,-0.28139319319536316,2021-04-29,12.59000015258789,2021-06-01,12.890000343322754,0.023828450127000078,0.1540905128571053,-0.10722798769722275,0.04251164738019719,-0.018683197253197115,0.4885426212879691,2021-04-29,12.59000015258789,2021-07-30,8.449999809265137,-0.3288324299560689,0.1540905128571053,-0.39078633968742515,-0.049922136625093705,-0.27891029333097517
1209712984,300084,300084.SZ,海默科技,FY,2020-12-31,2021-04-16,2021-04-16,海默科技：2020年年度报告,宁波幻方量化,[],https://static.cninfo.com.cn/finalpage/2021-04-17/1209712984.PDF,宁波幻方,"1,892,690 人民币普通股 1,892,690 张宽宽 1,689,752 人民币普通股 1,689,752 宁波幻方量化投资管理合伙企业",verified_shareholder,76,"数量窦剑文17,184,203人民币普通股17,184,203李建国10,470,000人民币普通股10,470,000金正谦3,529,936人民币普通股3,529,936海默科技（集团）股份有限公司2020年年度报告全文75麦克传感器有限公司3,470,600人民币普通股3,470,600张立刚2,948,396人民币普通股2,948,396肖钦羡2,823,720人民币普通股2,823,720陈亮2,161,800人民币普通股2,161,800洪沁1,892,690人民币普通股1,892,690张宽宽1,689,752人民币普通股1,689,752宁波幻方量化投资管理合伙企业（有限合伙）－幻方量化青溪7号私募证券投资基金1,683,800人民币普通股1,683,800前10名无限售流通股股东之间，以及前10名无限售流通股股东和前10名股东之间关联关系或一致行动的说明张立刚为窦剑文之姐的配偶，二人具有关联关系。窦剑文、张立刚和张立强于2020年7月3日签署的一致行动协议，为一致行动人。参与融资融券业务股东情况说明（如有）（参见注5）无公司前10名普通股股东、前10名无限售条件普通股股东在报告期内是否进行约定购回交易□是√否公司前10名普通股股东、前10名无限售条件普通股股东在报告期内未进行约定购回交易。2、公司控股股东情况控股股东性质：自然人控股控股股东类型：自然人控股股东姓名国籍是否取得其他国家或地区居留权窦剑文中国否主要职业及职务海默科技（集团）股份有限公司创始人、董事长兼首席执行官报告期内控股和参股的其他境内外上市公司的股权情况无控股股东报告期内变更□适用√不适用公司报告期控股股东未发生变更。3",宁波幻方量化,幻方量化青溪7号私募证券投资基金,yahoo,,510300.SS,沪深300ETF,default,2020-12-31,4.179999828338623,-0.16733070832260366,-0.12552308684810354,-0.11814345354861422,-0.0736536685812641,0.5310992382586585,-0.32905299911054176,-0.15545322346667667,-0.06224551200838435,29.007617749706256,0.4383706045336893,0.04234449318653288,106,-0.01913873851469783,-0.1507176798791252,2021-04-19,4.099999904632568,2021-05-20,4.059999942779541,-0.009756088483765968,0.02682930148123064,-0.07560974390006048,0.046581959813833285,-0.05633804829759925,-0.050239188601081786,2021-04-19,4.099999904632568,2021-07-20,4.460000038146973,0.08780491265564216,0.24390244469764633,-0.07560974390006048,0.04154051685865556,0.0462643957969866
1210500562,300106,300106.SZ,西部牧业,FY,2020-12-31,2021-07-16,2021-07-16,西部牧业：2020年年度报告（更新后）,宁波幻方量化,[],https://static.cninfo.com.cn/finalpage/2021-07-16/1210500562.PDF,宁波幻方,"0 733,340 华泰证券股份有限公司 国有法人 0.34% 722,360 0 722,360 宁波幻方量化投资管理合伙企业",verified_shareholder,59,"股比例报告期末持股数量报告期内增减变动情况持有有限售条件的股份数量持有无限售条件的股份数量质押或冻结情况股份状态数量石河子国有资产经营（集团）有限公司国有法人41.82%88,378,171088,378,171陈荣境内自然人0.88%1,849,25001,849,250黄宣培境内自然人0.41%876,8000876,800马英霞境内自然人0.36%760,0000760,000新疆西部牧业股份有限公司2020年年度报告全文58廖红玲境内自然人0.35%733,3400733,340华泰证券股份有限公司国有法人0.34%722,3600722,360宁波幻方量化投资管理合伙企业（有限合伙）－幻方星月石11号私募基金其他0.28%600,9000600,900李慧境内自然人0.25%524,4000524,400刘林境内自然人0.25%520,9000520,900#鄢佳贵境内自然人0.19%404,3000404,300战略投资者或一般法人因配售新股成为前10名股东的情况（如有）（参见注4）无上述股东关联关系或一致行动的说明未发现公司上述股东之间存在关联关系或属于《上市公司股东持股变动信息披露管理办法》规定的一致行动人上述股东涉及委托/受托表决权、放弃表决权情况的说明无前10名无限售条件股东持股情况股东名称报告期末持有无限售条件股份数量股份种类股份种类数量石河子国有资产经营（集团）有限公司88,378,171人民币普通股88,378,171陈荣1,849,250人民币普通股1,849,250黄宣培876,800人民币普通股876,800马英霞760,000人民币普通股760,000廖红玲733,340",宁波幻方量化,幻方星月石11号私募基金,yahoo,,510300.SS,沪深300ETF,default,2020-12-31,13.050000190734863,0.010844333460686917,0.07495879914967452,0.800000026308257,1.0201238566057667,0.7141324183696554,-0.27660756494183436,-0.009637991714426697,0.3105765198155588,46.0233307315459,1.3039811760561915,0.09685823145521856,197,-0.29195405087592974,-0.003779231956957174,2021-07-19,9.239999771118164,2021-08-16,12.329999923706056,0.33441560921315494,0.4718615496052059,-0.006493448855910966,-0.025451695195585544,0.3598673044087405,-0.1572184426058162,2021-07-19,9.239999771118164,2021-10-22,12.039999961853027,0.3030303311788962,0.5292208294861243,-0.006493448855910966,-0.021565917213669628,0.32459624839256584
1209838203,300356,300356.SZ,光一科技,FY,2020-12-31,2021-04-27,2021-04-27,光一科技：2020年年度报告,宁波幻方量化,[],https://static.cninfo.com.cn/finalpage/2021-04-28/1209838203.PDF,宁波幻方,"2,199,100 人民币普通股 2,199,100 李德伟 2,190,500 人民币普通股 2,190,500 宁波幻方量化投资管理合伙企业",verified_shareholder,62,"10名无限售条件股东持股情况股东名称报告期末持有无限售条件股份数量股份种类股份种类数量江苏光一投资管理有限责任公司67,476,018人民币普通股67,476,018湖北乾瀚投资有限公司37,297,027人民币普通股37,297,027谢建明4,526,065人民币普通股4,526,065汤晶媚4,388,000人民币普通股4,388,000谢云龙2,309,700人民币普通股2,309,700任晶晶2,230,855人民币普通股2,230,855陈哲2,199,100人民币普通股2,199,100李德伟2,190,500人民币普通股2,190,500宁波幻方量化投资管理合伙企业（有限合伙）－九章幻方量化定制12号私募证券投资基金1,958,208人民币普通股1,958,208任昌兆1,745,385人民币普通股1,745,385前10名无限售流通股股东之间，以及前10名无限售流通股股东和前10名股东之间关联关系或一致行动的说明湖北乾瀚投资有限公司为董事任昌兆先生控制的企业，任晶晶女士为任昌兆先生之女；除此之外，前10名其它无限售流通股股东之间，公司未知是否存在关联关系或一致行动；前10名其它无限售流通股股东和前10名其它股东之间，公司未知是否存在关联关系或一致行动。光一科技股份有限公司2020年年度报告全文63参与融资融券业务股东情况说明（如有）（参见注5）公司前10名普通股股东、前10名无限售条件普通股股东在报告期内是否进行约定购回交易□是√否公司前10名普通股股东、前10名无限售条件普通股股东在报告期内未进行约定购回交易。2、公司控股股东情况控股股东性质：自然人控股控股股东类型：法人控股股东名称法",宁波幻方量化,九章幻方量化定制12号私募证券投资基金,sina_unadjusted,,510300.SS,沪深300ETF,default,2020-12-31,5.32,-0.2233576642335766,-0.10588235294117643,-0.19999999999999996,-0.39407744874715256,0.5753427059381496,-0.42110990206746457,-0.1745539177657096,-0.1431585559322579,25.139664804469305,0.7549469259385098,0.05977443609022557,117,-0.17481203007518809,-0.2326454033771107,2021-04-28,4.39,2021-06-01,3.14,-0.28473804100227784,0.04328018223234631,-0.3211845102505694,0.05422991460348148,-0.3389679556057593,-0.13508442776735452,2021-04-28,4.39,2021-07-30,3.16,-0.2801822323462414,0.04328018223234631,-0.3211845102505694,-0.039242863818951146,-0.24093936852729025
